1193154	18879.21667
1193142	189.4907951
1193121	191.4565563
1193077	185.5046749
1193075	200.4621029
1193070	295.2110767
1193062	249.3336201
1193039	195.4782009
1193039	182.5113297
1193036	185.5006218
1193036	197.4418163
1193006	196.475029
1193006	186.4988804
1193000	194.4425106
1192998	197.4723339
1192970	189.4919872
1192969	189.4929409
1192969	554.5153618
1192969	238.3606434
1192959	227.3900509
1192959	208.4414959
1192921	169.5201397
1192921	196.4461803
1192921	276.2517929
1192921	265.2592659
1192842	239.3622398
1192808	269.2792416
1192808	195.4753399
1192802	183.5081577
1192802	188.462019
1192797	196.4435577
1192797	264.3020153
1192786	271.3046074
1192784	190.5210018
1192765	168.5502529
1192765	166.5220261
1192747	166.5222645
1192725	168.517828
1192725	176.5263081
1192718	206.4158916
1192687	197.4720955
1192658	187.4690056
1192637	180.4888248
1192582	194.4794655
1192582	199.4671822
1192543	169.5461273
1192537	170.5412865
1192497	188.4636879
1192490	198.438406
1192490	184.4754219
1192473	215.423584
1192473	188.4939671
1192473	187.4706745
1192453	211.432457
1192442	195.4746246
1192442	176.4953136
1192442	175.5142212
1192442	186.491251
1192442	191.4892197
1192442	188.4970665
1192382	200.4649639
1192382	183.4771633
1192382	191.488266
1192364	203.422308
1192364	192.4836636
1192358	171.5419292
1192314	176.5282154
1192314	183.4769249
1192262	172.5373268
1192262	187.4594688
1192237	189.4643307
1192237	166.5844917
1192228	179.4891357
1192228	184.5037937
1192215	175.5299568
1192215	196.4766979
1192188	196.4702606
1192188	216.4216042
1192188	314.160347
1192188	242.3512936
1192181	186.5005493
1192181	181.5123558
1192167	188.4975433
1192162	182.5096607
1192162	185.4727268
1192147	191.4906502
1192116	185.5018139
1192116	178.4908772
1192116	188.4937286
1192107	168.5183048
1192107	207.4131966
1192102	179.5189381
1192080	168.5152054
1192080	167.51647
1192021	169.5120335
1192021	186.4991188
1192021	186.5017414
1192003	201.4603615
1191987	168.548584
1191986	171.5357304
1191986	455.7490349
1191980	202.4555206
1191930	204.4558525
1191907	212.4321461
1191880	341.0921097
1191871	189.4888878
1191842	188.4617805
1191839	203.4218311
1191839	188.4932518
1191839	181.4844608
1191814	205.452919
1191810	194.4804192
1191806	189.4598007
1191798	183.4769249
1191791	178.4949303
1191791	200.4308701
1191791	243.3481216
1191791	196.4411736
1191785	193.4518814
1191785	189.494133
1191785	189.4910336
1191773	189.4614697
1191773	201.4594078
1191755	220.4117775
1191736	176.5270233
1191736	230.3555012
1191700	208.4071636
1191700	183.4824085
1191700	190.5648708
1191700	193.500042
1191642	653.2204151
1191624	249.2983341
1191624	196.4759827
1191624	180.5171967
1191624	183.5100651
1191624	213.4287357
1191624	272.2709179
1191623	191.4861202
1191623	191.4875507
1191563	294.1837311
1191563	220.4091549
1191563	171.5118885
1191563	189.4915104
1191545	266.2599087
1191545	255.3508282
1191532	197.4728107
1191503	235.3699207
1191477	274.266243
1191463	165.555954
1191395	167.5217152
1191395	208.4679604
1191375	188.495636
1191375	198.4674931
1191369	258.3093643
1191369	204.4527531
1191369	189.4645691
1191369	201.4613152
1191362	188.4629726
1191342	190.5238628
1191340	180.482626
1191306	278.2540321
1191299	219.3655968
1191299	222.4054337
1191297	173.535347
1191297	194.4482327
1191211	313.1630421
1191135	189.4891262
1191115	182.5129986
1191055	181.5156937
1191046	190.4528141
1190973	196.4740753
1190973	163.5625362
1190964	179.5508862
1190964	166.519165
1190956	282.2465897
1190956	427.8566837
1190944	272.2706795
1190934	192.453146
1190934	200.463295
1190892	188.4944439
1190874	202.4292946
1190874	205.4474354
1190868	200.4628181
1190868	191.4556026
1190822	177.4959564
1190801	203.455925
1190801	191.4548874
1190801	180.4857254
1190801	188.4660721
1190787	189.4946098
1190787	192.482233
1190787	185.4710579
1190733	193.4819221
1190703	179.5196533
1190703	166.5873528
1190703	192.4529076
1190684	169.5489883
1190684	175.5313873
1190684	188.4953976
1190627	189.4629002
1190624	204.4541836
1190624	192.4860477
1190602	182.4800968
1190590	174.5014191
1190590	180.5179119
1190573	176.49436
1190573	206.4473629
1190563	183.478117
1190563	195.4798698
1190551	212.4300003
1190528	167.5503254
1190528	173.5057831
1190528	179.5186996
1190528	195.4753399
1190508	193.4494972
1190485	187.5004768
1190466	189.4931793
1190466	254.3172836
1190436	196.4745522
1190436	176.5272617
1190434	185.5056286
1190396	178.5213947
1190396	358.041048
1190396	182.5110912
1190366	191.483736
1190322	280.9724808
1190322	227.9245853
1190312	216.3820267
1190304	205.4469585
1190304	346.0893631
1190304	322.1392632
1190304	378.9770603
1190304	297.2061634
1190290	320.1518059
1190290	336.1022472
1190290	438.8256073
1190228	287.2331142
1190226	273.2691765
1190226	216.417551
1190226	266.2899494
1190226	220.397234
1190223	211.4346027
1190222	258.3081722
1190222	1299.523115
1190217	294.2121029
1190167	181.4887524
1190163	256.313324
1190124	317.145586
1190083	202.460289
1190053	188.4961128
1190048	212.4662399
1189977	369.0133095
1189961	210.4334831
1189961	186.4726543
1189961	185.4732037
1189900	181.5142632
1189826	227.3602486
1189802	198.4682083
1189787	248.3048439
1189735	396.9137669
1189735	316.1826134
1189720	192.453146
1189720	356.038332
1189718	248.3363152
1189713	195.4772472
1189705	216.4235115
1189657	217.4184322
1189648	311.1813068
1189616	228.392601
1189616	261.3344193
1189616	249.3309975
1189589	199.4662285
1189589	183.4762096
1189583	192.5170422
1189583	204.4522762
1189583	206.4476013
1189532	202.4576664
1189508	187.4988079
1189508	215.4226303
1189507	195.5080032
1189507	200.4342079
1189487	195.4758167
1189474	262.2637749
1189474	195.4772472
1189473	326.1291981
1189473	664.2258167
1189448	457.7767849
1189427	305.1836491
1189401	239.3600941
1189396	237.3626232
1189380	295.1812744
1189368	204.4234276
1189368	201.4625072
1189368	251.3270378
1189331	179.4877052
1189331	174.5321751
1189323	191.4904118
1189323	192.4540997
1189300	186.5308285
1189300	175.4977703
1189300	183.5091114
1189292	194.4785118
1189292	183.5074425
1189280	197.4744797
1189280	201.4906406
1189277	274.2359638
1189277	201.458931
1189244	202.4579048
1189244	195.4741478
1189244	191.4846897
